complaint_id,description,category,priority,date_submitted,resolution_days,status
C0287,Huge pothole on Oak Ave causing traffic,Road,Medium,2026-07-28 09:29:11,4,Resolved
C0288,Sewage backing up into street on Main St,Drainage,Medium,2026-06-12 09:29:11,4,Resolved
C0289,Loud noise complaint from construction on Oak Ave,Other,Critical,2026-05-27 09:29:11,1,Resolved
C0290,Road surface completely destroyed near Park Ave,Road,High,2026-08-08 09:29:11,10,Resolved
C0291,Complete blackout in the neighborhood around Maple Dr,Electricity,High,2026-07-08 09:29:11,,In Progress
C0292,Garbage bins overflowing for days on Oak Ave,Waste,Low,2026-05-15 09:29:11,,In Progress
C0293,Graffiti on public wall at Main St,Other,Low,2026-03-31 09:29:11,14,Resolved
C0294,Street lights not working on Washington Blvd,Electricity,Medium,2026-02-20 09:29:11,,Open
C0295,Loud noise complaint from construction on Main St,Other,Medium,2026-04-07 09:29:11,13,Resolved
C0296,No water supply in the building on Elm St,Water,Critical,2026-08-03 09:29:11,,Open
C0297,Huge pothole on Park Ave causing traffic,Road,Medium,2026-06-05 09:29:11,13,Resolved
C0298,Garbage bins overflowing for days on Maple Dr,Waste,Medium,2026-07-16 09:29:11,25,Resolved
C0299,"Pipe burst near Pine St, water flooding the sidewalk",Water,Critical,2026-03-27 09:29:11,,Assigned
C0300,No water supply in the building on Oak Ave,Water,Critical,2026-06-05 09:29:11,,In Progress
C0301,Foul smell from uncollected trash at Cedar Ln,Waste,Critical,2026-05-09 09:29:11,1,Resolved
C0302,Huge pothole on Elm St causing traffic,Road,Medium,2026-07-25 09:29:11,25,Resolved
C0303,Complete blackout in the neighborhood around Washington Blvd,Electricity,High,2026-03-30 09:29:11,18,Resolved
C0304,Dirty brown water coming from taps at Maple Dr,Water,High,2026-08-01 09:29:11,29,Resolved
C0305,Illegal dumping of construction waste near Oak Ave,Waste,High,2026-08-01 09:29:11,,In Progress
C0306,Road surface completely destroyed near Elm St,Road,Medium,2026-06-26 09:29:11,,In Progress
C0307,Foul smell from uncollected trash at Washington Blvd,Waste,Low,2026-05-20 09:29:11,,Open
C0308,"Pipe burst near Elm St, water flooding the sidewalk",Water,Critical,2026-07-17 09:29:11,1,Resolved
C0309,Dirty brown water coming from taps at Main St,Water,High,2026-04-01 09:29:11,27,Resolved
C0310,Road surface completely destroyed near Main St,Road,Low,2026-08-04 09:29:11,,In Progress
C0311,Blocked storm drain causing flooding at Cedar Ln,Drainage,Medium,2026-03-15 09:29:11,,In Progress
C0312,Street lights not working on Washington Blvd,Electricity,Medium,2026-05-28 09:29:11,25,Resolved
C0313,Terrible smell from open drain near Pine St,Drainage,Medium,2026-08-07 09:29:11,,In Progress
C0314,Foul smell from uncollected trash at Oak Ave,Waste,Low,2026-07-06 09:29:11,,In Progress
C0315,No water supply in the building on Oak Ave,Water,Critical,2026-04-19 09:29:11,4,Resolved
C0316,No water supply in the building on Pine St,Water,Critical,2026-07-27 09:29:11,3,Resolved
C0317,Terrible smell from open drain near Cedar Ln,Drainage,Low,2026-08-06 09:29:11,12,Resolved
C0318,Traffic light broken at Main St intersection,Road,Low,2026-03-24 09:29:11,,In Progress
C0319,Road surface completely destroyed near Oak Ave,Road,Low,2026-07-15 09:29:11,,Assigned
C0320,Street lights not working on Oak Ave,Electricity,Low,2026-05-24 09:29:11,,In Progress
C0321,No pedestrian crossing visible at Elm St,Safety,Low,2026-02-27 09:29:11,4,Resolved
C0322,Garbage bins overflowing for days on Oak Ave,Waste,Low,2026-04-28 09:29:11,4,Resolved
C0323,Garbage bins overflowing for days on Pine St,Waste,Medium,2026-04-25 09:29:11,21,Resolved
C0324,Graffiti on public wall at Maple Dr,Other,Low,2026-06-09 09:29:11,,In Progress
C0325,Dirty brown water coming from taps at Maple Dr,Water,Critical,2026-03-12 09:29:11,3,Resolved
C0326,Graffiti on public wall at Park Ave,Other,Low,2026-03-30 09:29:11,11,Resolved
C0327,Garbage bins overflowing for days on Maple Dr,Waste,Medium,2026-03-12 09:29:11,,Assigned
C0328,"Pipe burst near Main St, water flooding the sidewalk",Water,Medium,2026-05-21 09:29:11,,Open
C0329,Sewage backing up into street on Elm St,Drainage,Medium,2026-06-24 09:29:11,,In Progress
C0330,Sparking power lines near Cedar Ln,Electricity,Critical,2026-02-11 09:29:11,1,Resolved
C0331,Street lights not working on Park Ave,Electricity,Critical,2026-08-06 09:29:11,,Assigned
C0332,Huge pothole on Cedar Ln causing traffic,Road,Low,2026-03-25 09:29:11,17,Resolved
C0333,Sparking power lines near Washington Blvd,Electricity,Critical,2026-07-17 09:29:11,2,Resolved
C0334,Complete blackout in the neighborhood around Washington Blvd,Electricity,High,2026-05-04 09:29:11,,In Progress
C0335,Street lights not working on Washington Blvd,Electricity,Critical,2026-05-21 09:29:11,2,Resolved
C0336,Blocked storm drain causing flooding at Washington Blvd,Drainage,Medium,2026-07-21 09:29:11,,Assigned
C0337,Sparking power lines near Main St,Electricity,High,2026-03-31 09:29:11,10,Resolved
C0338,Loud noise complaint from construction on Oak Ave,Other,Medium,2026-08-06 09:29:11,,In Progress
C0339,"Pipe burst near Oak Ave, water flooding the sidewalk",Water,Critical,2026-06-01 09:29:11,4,Resolved
C0340,Blocked storm drain causing flooding at Cedar Ln,Drainage,High,2026-07-21 09:29:11,,In Progress
C0341,No water supply in the building on Pine St,Water,High,2026-04-06 09:29:11,27,Resolved
C0342,Huge pothole on Washington Blvd causing traffic,Road,Critical,2026-07-13 09:29:11,,In Progress
C0343,Sparking power lines near Cedar Ln,Electricity,High,2026-06-28 09:29:11,15,Resolved
C0344,Dangerous leaning tree over walkway on Main St,Safety,Medium,2026-06-14 09:29:11,15,Resolved
C0345,Huge pothole on Maple Dr causing traffic,Road,Medium,2026-02-25 09:29:11,29,Resolved
C0346,Broken fence near the park on Washington Blvd,Safety,Low,2026-07-26 09:29:11,3,Resolved
C0347,Sewage backing up into street on Washington Blvd,Drainage,Low,2026-05-25 09:29:11,21,Resolved
C0348,Sewage backing up into street on Pine St,Drainage,Low,2026-03-18 09:29:11,25,Resolved
C0349,Illegal dumping of construction waste near Main St,Waste,High,2026-08-06 09:29:11,,Assigned
C0350,Garbage bins overflowing for days on Cedar Ln,Waste,High,2026-02-21 09:29:11,15,Resolved
C0351,Complete blackout in the neighborhood around Pine St,Electricity,Critical,2026-02-28 09:29:11,3,Resolved
C0352,Broken fence near the park on Cedar Ln,Safety,Medium,2026-04-03 09:29:11,9,Resolved
C0353,Loud noise complaint from construction on Maple Dr,Other,High,2026-06-07 09:29:11,,In Progress
C0354,Traffic light broken at Maple Dr intersection,Road,Low,2026-03-21 09:29:11,13,Resolved
C0355,Illegal dumping of construction waste near Pine St,Waste,Low,2026-06-29 09:29:11,23,Resolved
C0356,Foul smell from uncollected trash at Park Ave,Waste,Medium,2026-03-16 09:29:11,11,Resolved
C0357,No water supply in the building on Park Ave,Water,Medium,2026-06-20 09:29:11,,In Progress
C0358,Street lights not working on Main St,Electricity,High,2026-07-02 09:29:11,25,Resolved
C0359,Road surface completely destroyed near Maple Dr,Road,Low,2026-03-20 09:29:11,5,Resolved
C0360,Sparking power lines near Oak Ave,Electricity,High,2026-07-20 09:29:11,14,Resolved
C0361,Sewage backing up into street on Pine St,Drainage,Medium,2026-04-13 09:29:11,,Assigned
C0362,Illegal dumping of construction waste near Washington Blvd,Waste,Medium,2026-07-10 09:29:11,,Open
C0363,Illegal dumping of construction waste near Pine St,Waste,Medium,2026-03-10 09:29:11,10,Resolved
C0364,Road surface completely destroyed near Washington Blvd,Road,Medium,2026-07-23 09:29:11,,In Progress
C0365,Road surface completely destroyed near Cedar Ln,Road,Low,2026-07-05 09:29:11,10,Resolved
C0366,Dangerous leaning tree over walkway on Pine St,Safety,High,2026-06-06 09:29:11,,Open
C0367,No water supply in the building on Oak Ave,Water,High,2026-05-18 09:29:11,7,Resolved
C0368,Broken fence near the park on Maple Dr,Safety,Low,2026-07-09 09:29:11,30,Resolved
C0369,Traffic light broken at Washington Blvd intersection,Road,High,2026-05-01 09:29:11,22,Resolved
C0370,Sparking power lines near Oak Ave,Electricity,Critical,2026-07-05 09:29:11,,In Progress
C0371,Street lights not working on Pine St,Electricity,Low,2026-05-28 09:29:11,8,Resolved
C0372,Dirty brown water coming from taps at Elm St,Water,High,2026-02-17 09:29:11,15,Resolved
C0373,Street lights not working on Elm St,Electricity,Medium,2026-07-11 09:29:11,26,Resolved
C0374,No water supply in the building on Main St,Water,Critical,2026-03-22 09:29:11,,In Progress
C0375,Dangerous leaning tree over walkway on Maple Dr,Safety,Medium,2026-08-07 09:29:11,6,Resolved
C0376,Road surface completely destroyed near Pine St,Road,Low,2026-06-20 09:29:11,,Assigned
C0377,Traffic light broken at Cedar Ln intersection,Road,Low,2026-06-30 09:29:11,6,Resolved
C0378,No water supply in the building on Washington Blvd,Water,High,2026-07-24 09:29:11,17,Resolved
C0379,Street lights not working on Maple Dr,Electricity,Critical,2026-03-27 09:29:11,,In Progress
C0380,Foul smell from uncollected trash at Pine St,Waste,Low,2026-03-06 09:29:11,3,Resolved
C0381,Terrible smell from open drain near Oak Ave,Drainage,Medium,2026-07-20 09:29:11,,In Progress
C0382,"Pipe burst near Pine St, water flooding the sidewalk",Water,High,2026-07-29 09:29:11,21,Resolved
C0383,Broken fence near the park on Maple Dr,Safety,Low,2026-07-14 09:29:11,25,Resolved
C0384,No water supply in the building on Washington Blvd,Water,High,2026-07-05 09:29:11,,Assigned
C0385,Traffic light broken at Washington Blvd intersection,Road,High,2026-02-15 09:29:11,21,Resolved
C0386,No water supply in the building on Oak Ave,Water,High,2026-08-08 09:29:11,,Open
C0387,Terrible smell from open drain near Oak Ave,Drainage,Medium,2026-04-24 09:29:11,5,Resolved
C0388,Dirty brown water coming from taps at Elm St,Water,Critical,2026-07-28 09:29:11,5,Resolved
C0389,Sparking power lines near Cedar Ln,Electricity,High,2026-04-17 09:29:11,19,Resolved
C0390,No pedestrian crossing visible at Elm St,Safety,Medium,2026-03-08 09:29:11,26,Resolved
C0391,Blocked storm drain causing flooding at Park Ave,Drainage,Low,2026-07-09 09:29:11,,Assigned
C0392,Garbage bins overflowing for days on Main St,Waste,High,2026-06-16 09:29:11,27,Resolved
C0393,Foul smell from uncollected trash at Cedar Ln,Waste,High,2026-02-22 09:29:11,23,Resolved
C0394,Dirty brown water coming from taps at Main St,Water,High,2026-07-07 09:29:11,,Open
C0395,No pedestrian crossing visible at Main St,Safety,Medium,2026-06-27 09:29:11,9,Resolved
C0396,Road surface completely destroyed near Cedar Ln,Road,Medium,2026-02-10 09:29:11,,Open
C0397,Terrible smell from open drain near Washington Blvd,Drainage,Low,2026-06-05 09:29:11,,In Progress
C0398,Garbage bins overflowing for days on Maple Dr,Waste,High,2026-02-25 09:29:11,,Open
C0399,Dirty brown water coming from taps at Oak Ave,Water,Medium,2026-06-20 09:29:11,,Open
C0400,Traffic light broken at Washington Blvd intersection,Road,High,2026-04-17 09:29:11,,Assigned
C0401,No water supply in the building on Elm St,Water,High,2026-06-05 09:29:11,23,Resolved
C0402,Blocked storm drain causing flooding at Cedar Ln,Drainage,Medium,2026-05-12 09:29:11,,In Progress
C0403,"Pipe burst near Main St, water flooding the sidewalk",Water,Critical,2026-07-21 09:29:11,3,Resolved
C0404,No water supply in the building on Washington Blvd,Water,High,2026-02-14 09:29:11,30,Resolved
C0405,Road surface completely destroyed near Main St,Road,Low,2026-06-09 09:29:11,,Assigned
C0406,Road surface completely destroyed near Pine St,Road,Medium,2026-08-06 09:29:11,24,Resolved
C0407,Terrible smell from open drain near Washington Blvd,Drainage,Medium,2026-03-06 09:29:11,,In Progress
C0408,Traffic light broken at Elm St intersection,Road,Medium,2026-02-22 09:29:11,4,Resolved
C0409,Sewage backing up into street on Pine St,Drainage,Medium,2026-03-17 09:29:11,24,Resolved
C0410,Road surface completely destroyed near Oak Ave,Road,Medium,2026-03-27 09:29:11,,In Progress
C0411,Street lights not working on Cedar Ln,Electricity,High,2026-06-15 09:29:11,16,Resolved
C0412,No water supply in the building on Oak Ave,Water,Low,2026-06-29 09:29:11,,Assigned
C0413,Blocked storm drain causing flooding at Pine St,Drainage,Medium,2026-07-26 09:29:11,13,Resolved
C0414,No water supply in the building on Oak Ave,Water,Medium,2026-07-02 09:29:11,29,Resolved
C0415,Sparking power lines near Pine St,Electricity,Critical,2026-03-05 09:29:11,,In Progress
C0416,Terrible smell from open drain near Main St,Drainage,Low,2026-06-20 09:29:11,25,Resolved
C0417,Complete blackout in the neighborhood around Cedar Ln,Electricity,Critical,2026-05-26 09:29:11,4,Resolved
C0418,Foul smell from uncollected trash at Elm St,Waste,Medium,2026-08-06 09:29:11,,Open
C0419,Foul smell from uncollected trash at Elm St,Waste,Low,2026-08-03 09:29:11,,Open
C0420,Foul smell from uncollected trash at Pine St,Waste,Low,2026-04-15 09:29:11,,Assigned
C0421,Blocked storm drain causing flooding at Elm St,Drainage,Low,2026-03-30 09:29:11,26,Resolved
C0422,Foul smell from uncollected trash at Pine St,Waste,Low,2026-04-14 09:29:11,22,Resolved
C0423,"Pipe burst near Main St, water flooding the sidewalk",Water,Low,2026-04-07 09:29:11,11,Resolved
C0424,Street lights not working on Elm St,Electricity,Critical,2026-03-03 09:29:11,2,Resolved
C0425,Traffic light broken at Cedar Ln intersection,Road,High,2026-06-04 09:29:11,,Assigned
C0426,Graffiti on public wall at Maple Dr,Other,Medium,2026-03-28 09:29:11,27,Resolved
C0427,Dirty brown water coming from taps at Park Ave,Water,Critical,2026-03-01 09:29:11,2,Resolved
C0428,Illegal dumping of construction waste near Cedar Ln,Waste,Medium,2026-02-21 09:29:11,,In Progress
C0429,Sparking power lines near Oak Ave,Electricity,High,2026-06-09 09:29:11,4,Resolved
C0430,No water supply in the building on Park Ave,Water,Medium,2026-03-10 09:29:11,15,Resolved
C0431,Loud noise complaint from construction on Elm St,Other,Low,2026-05-19 09:29:11,28,Resolved
C0432,Foul smell from uncollected trash at Maple Dr,Waste,Low,2026-03-25 09:29:11,24,Resolved
C0433,Foul smell from uncollected trash at Main St,Waste,Low,2026-02-21 09:29:11,,In Progress
C0434,Garbage bins overflowing for days on Main St,Waste,High,2026-02-25 09:29:11,24,Resolved
C0435,No water supply in the building on Maple Dr,Water,Medium,2026-06-13 09:29:11,,In Progress
C0436,Road surface completely destroyed near Cedar Ln,Road,Medium,2026-03-13 09:29:11,17,Resolved
C0437,Blocked storm drain causing flooding at Maple Dr,Drainage,Medium,2026-03-31 09:29:11,28,Resolved
C0438,Huge pothole on Washington Blvd causing traffic,Road,Low,2026-05-21 09:29:11,19,Resolved
C0439,Traffic light broken at Cedar Ln intersection,Road,High,2026-06-07 09:29:11,,Assigned
C0440,Road surface completely destroyed near Cedar Ln,Road,Low,2026-05-23 09:29:11,,In Progress
C0441,Foul smell from uncollected trash at Oak Ave,Waste,Low,2026-07-30 09:29:11,24,Resolved
C0442,Foul smell from uncollected trash at Cedar Ln,Waste,Low,2026-03-15 09:29:11,,Assigned
C0443,Complete blackout in the neighborhood around Maple Dr,Electricity,High,2026-07-14 09:29:11,16,Resolved
C0444,Complete blackout in the neighborhood around Maple Dr,Electricity,Critical,2026-03-31 09:29:11,,In Progress
C0445,Blocked storm drain causing flooding at Elm St,Drainage,Low,2026-03-31 09:29:11,25,Resolved
C0446,Traffic light broken at Park Ave intersection,Road,Medium,2026-06-05 09:29:11,21,Resolved
C0447,Huge pothole on Park Ave causing traffic,Road,Critical,2026-04-27 09:29:11,,Assigned
C0448,Garbage bins overflowing for days on Oak Ave,Waste,High,2026-08-01 09:29:11,,Open
C0449,Sewage backing up into street on Washington Blvd,Drainage,High,2026-07-11 09:29:11,,Assigned
C0450,Traffic light broken at Elm St intersection,Road,Medium,2026-02-14 09:29:11,,In Progress
C0451,No water supply in the building on Elm St,Water,Medium,2026-08-03 09:29:11,,Open
C0452,Foul smell from uncollected trash at Main St,Waste,Low,2026-05-07 09:29:11,9,Resolved
C0453,Illegal dumping of construction waste near Elm St,Waste,Low,2026-02-12 09:29:11,,Assigned
C0454,Street lights not working on Elm St,Electricity,High,2026-07-05 09:29:11,,In Progress
C0455,No water supply in the building on Oak Ave,Water,Medium,2026-05-14 09:29:11,30,Resolved
C0456,Huge pothole on Main St causing traffic,Road,Low,2026-05-20 09:29:11,17,Resolved
C0457,Foul smell from uncollected trash at Elm St,Waste,Medium,2026-03-19 09:29:11,14,Resolved
C0458,"Pipe burst near Maple Dr, water flooding the sidewalk",Water,Critical,2026-05-21 09:29:11,,Assigned
C0459,No water supply in the building on Oak Ave,Water,High,2026-03-04 09:29:11,11,Resolved
C0460,Dirty brown water coming from taps at Oak Ave,Water,Critical,2026-07-16 09:29:11,,In Progress
C0461,Dangerous leaning tree over walkway on Pine St,Safety,Low,2026-05-01 09:29:11,,In Progress
C0462,Sparking power lines near Main St,Electricity,Medium,2026-05-26 09:29:11,18,Resolved
C0463,Foul smell from uncollected trash at Maple Dr,Waste,Medium,2026-07-15 09:29:11,9,Resolved
C0464,Complete blackout in the neighborhood around Washington Blvd,Electricity,Critical,2026-06-29 09:29:11,1,Resolved
C0465,Dirty brown water coming from taps at Park Ave,Water,Critical,2026-04-28 09:29:11,4,Resolved
C0466,Road surface completely destroyed near Washington Blvd,Road,Low,2026-07-02 09:29:11,10,Resolved
C0467,Traffic light broken at Maple Dr intersection,Road,Low,2026-04-30 09:29:11,,In Progress
C0468,Huge pothole on Oak Ave causing traffic,Road,Low,2026-02-26 09:29:11,,Assigned
C0469,Huge pothole on Cedar Ln causing traffic,Road,Medium,2026-06-03 09:29:11,,In Progress
C0470,No water supply in the building on Elm St,Water,High,2026-05-11 09:29:11,,Assigned
C0471,Complete blackout in the neighborhood around Oak Ave,Electricity,Medium,2026-08-05 09:29:11,,Open
C0472,Blocked storm drain causing flooding at Oak Ave,Drainage,High,2026-07-18 09:29:11,12,Resolved
C0473,Complete blackout in the neighborhood around Washington Blvd,Electricity,Critical,2026-02-15 09:29:11,3,Resolved
C0474,Foul smell from uncollected trash at Oak Ave,Waste,Low,2026-04-01 09:29:11,4,Resolved
C0475,Illegal dumping of construction waste near Washington Blvd,Waste,Low,2026-05-07 09:29:11,5,Resolved
C0476,Dirty brown water coming from taps at Park Ave,Water,Medium,2026-05-09 09:29:11,11,Resolved
C0477,Blocked storm drain causing flooding at Oak Ave,Drainage,Low,2026-02-22 09:29:11,,In Progress
C0478,Dirty brown water coming from taps at Washington Blvd,Water,High,2026-06-30 09:29:11,,In Progress
C0479,Traffic light broken at Maple Dr intersection,Road,Low,2026-04-04 09:29:11,4,Resolved
C0480,Traffic light broken at Washington Blvd intersection,Road,High,2026-06-09 09:29:11,28,Resolved
C0481,Traffic light broken at Pine St intersection,Road,Medium,2026-07-18 09:29:11,,Assigned
C0482,Stray dogs aggressive near Park Ave,Other,Low,2026-07-31 09:29:11,28,Resolved
C0483,Stray dogs aggressive near Washington Blvd,Other,Low,2026-04-05 09:29:11,8,Resolved
C0484,Illegal dumping of construction waste near Washington Blvd,Waste,Low,2026-06-09 09:29:11,,Assigned
C0485,Street lights not working on Maple Dr,Electricity,Medium,2026-02-16 09:29:11,,Open
C0486,Loud noise complaint from construction on Cedar Ln,Other,High,2026-04-17 09:29:11,28,Resolved
C0487,No pedestrian crossing visible at Pine St,Safety,Low,2026-03-27 09:29:11,,In Progress
C0488,Street lights not working on Park Ave,Electricity,High,2026-07-19 09:29:11,,Open
C0489,Road surface completely destroyed near Washington Blvd,Road,Low,2026-06-19 09:29:11,29,Resolved
C0490,Huge pothole on Main St causing traffic,Road,Medium,2026-02-11 09:29:11,15,Resolved
C0491,Dirty brown water coming from taps at Oak Ave,Water,Critical,2026-04-25 09:29:11,4,Resolved
C0492,Road surface completely destroyed near Washington Blvd,Road,Low,2026-06-21 09:29:11,,In Progress
C0493,Sparking power lines near Cedar Ln,Electricity,Medium,2026-03-18 09:29:11,6,Resolved
C0494,No water supply in the building on Pine St,Water,High,2026-08-02 09:29:11,20,Resolved
C0495,Sparking power lines near Cedar Ln,Electricity,High,2026-07-24 09:29:11,7,Resolved
C0496,Road surface completely destroyed near Park Ave,Road,Low,2026-05-30 09:29:11,,In Progress
C0497,"Pipe burst near Cedar Ln, water flooding the sidewalk",Water,Medium,2026-06-09 09:29:11,25,Resolved
C0498,Dangerous leaning tree over walkway on Pine St,Safety,Medium,2026-03-06 09:29:11,,In Progress
C0499,Complete blackout in the neighborhood around Oak Ave,Electricity,Medium,2026-03-06 09:29:11,17,Resolved
C0500,Garbage bins overflowing for days on Oak Ave,Waste,Medium,2026-05-03 09:29:11,,In Progress
